book_id,title,title_without_series,isbn,isbn13,openlibrary_title,openlibrary_authors,openlibrary_isbn10,openlibrary_isbn13,google_title,google_authors,google_isbn10,google_isbn13,title_similarity_openlibrary,title_similarity_google,title_similarity_between_apis,isbn13_match_openlibrary,isbn13_match_google,same_isbn13_between_apis,match_score,match_status
30517879,"The Dragon's Price (Transference, #1)","The Dragon's Price (Transference, #1)",,,Paying the Dragon's Price,Diana Rose Wilson,1682992705,9781682992708,The Dragon's Price (A Transference Novel),Bethany Wiggins,039954982X,9780399549823,0.6207,0.8889,0.5625,False,False,False,30,REJEITAR
23437291,"Aflame (Fall Away, #4)","Aflame (Fall Away, #4)",,9780698403871,Hearts aflame,Johanna Lindsey,0380899825,9780380899821,Aflame,Penelope Douglas,0698403878,9780698403871,0.3871,0.5,0.6316,False,True,False,33,REJEITAR
47668,Ensayo sobre la ceguera,Ensayo sobre la ceguera,9707311150,9789707311152,Ensayo Sobre La Ceguera (Biblioteca Jose Saramago),José Saramago,,9789707311152,Ensayo sobre la ceguera,José Saramago,9707311150,9789707311152,0.6479,1.0,0.6479,True,True,True,221,REJEITAR
17936399,تعريف القبلة,تعريف القبلة,,9781855169432,Taʻrīf al-qublah,Zāhī Wahbī,,9781855169432,تعريف القبلة,وهبي، زاهي,1855169436,9781855169432,0.0714,1.0,0.0714,True,True,True,166,REJEITAR
110494,"Living Dead in Dallas (Sookie Stackhouse, #2)","Living Dead in Dallas (Sookie Stackhouse, #2)",1841493007,9781841493008,"Living Dead in Dallas (Southern Vampire Mysteries, Book 2)",Charlaine Harris,1841493007,9781841493008,Living Dead in Dallas,Charlaine Harris,1841493007,9781841493008,0.5833,0.6774,0.5526,True,True,True,206,REJEITAR
10380548,"Succube Pizza (Freaks' Squeele, #4)","Succube Pizza (Freaks' Squeele, #4)",2359101250,9782359101256,FREAKS' SQUEELE T04 : Succube Pizza,Florent Maudoux,2359101250,9782359101256,Succube pizza,Florent Maudoux,2359101250,9782359101256,0.5161,0.6047,0.5778,True,True,True,206,REJEITAR
6949833,آخر ليالي الحلم,آخر ليالي الحلم,9772150964,,Ākhir layālī al-ḥūlm,Fārūq Juwaydah,9772150964,,آخر ليالى الحلم,فاروق جويدة|Fārūq Juwaydah,,,0.1143,0.9333,0.1143,False,False,False,77,REJEITAR
13418346,Breasts: A Natural and Unnatural History,Breasts: A Natural and Unnatural History,0393063186,9780393063189,Breasts,Florence Williams,,9780393063189,Breasts: A Natural and Unnatural History,Florence Williams,0393063186,9780393063189,0.3043,1.0,0.3043,True,True,True,221,REJEITAR
15726505,黒執事 XIV [Kuroshitsuji XIV],黒執事 XIV [Kuroshitsuji XIV],4757536119,9784757536111,Kuroshitsuji,Yana Toboso,4757536119,9784757536111,黒執事(14),枢やな,4757536119,9784757536111,0.6667,0.2667,0.0,True,True,True,191,REJEITAR
12958037,"Biting Bad (Chicagoland Vampires, #8)","Biting Bad (Chicagoland Vampires, #8)",0451415183,9780451415189,Biting Bad A Chicagoland Vampires Novel,Chloe Neill,,9780451415189,Biting Bad,Chloe Neill,0451415183,9780451415189,0.8889,0.4651,0.4082,True,True,True,205,REJEITAR
17563753,"Temptation (Under Mr. Nolan's Bed, #1)","Temptation (Under Mr. Nolan's Bed, #1)",,9781609827090,Temptation,Selena Kitt,,9781609827090,The temptation of Saint Antony,Gustave Flaubert,,,0.4651,0.4762,0.5,True,False,False,33,REJEITAR
21935996,"Losing Control (Kerr Chronicles, #1)","Losing Control (Kerr Chronicles, #1)",,9780991426744,Joey Pigza Loses Control (Joey Pigza Books),Jack Gantos,0807287253,9780807287255,Losing Control,Louise Williams|Roland Rich,1925021440,9781925021448,0.3836,0.6087,0.4,False,False,False,-17,REJEITAR
2049267,Gantz/6,Gantz/6,4088762932,9784088762937,GANTZ Vol. 6 (GANTZ) (in Japanese),Hiroya Oku,4088762932,9784088762937,Gantz(ガンツ)6,奥浩哉,4088762932,9784088762937,0.3889,0.7778,0.4,True,True,True,213,REJEITAR
